N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
427,702.315407494145,39.43437463686,23.7806623042076,3.75586854460094,706.253079180157,192.925050787997,3.6607639925219
