N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
354,847.780367231638,60.0868545617041,36.3691884003985,15.8640226628895,721.316680641841,364.105095262675,1.98106725235873
