N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
447,672.526055928412,29.8506932599901,27.5014273751455,7.62331838565022,377.096546963709,131.084965268034,2.87673377486614
