N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
378,797.066169312169,76.2464158549629,55.6700690035922,35.5437665782493,1102.22617654471,804.592989465187,1.36991769873283
