N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
416,720.790012019231,38.3322219112864,16.0450326181679,0.240963855421687,337.409397166101,54.5425821864737,6.18616471095087
