N,AVNN_ms,SDNN_ms,RMSSD_ms,pNN50_pct,LF_ms2,HF_ms2,LF_HF
429,698.931923076923,19.1155547316937,9.39831723628394,0.233644859813084,132.539102265766,12.818969200767,10.3392948520256
